[Main]
Experiment = "RvsT"
Header length = 42    
Date = "20211117 01:02:20"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = 1.000000
Go to other temperature at finish = TRUE

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB1::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = "Manual"
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = "Skip data"
Measurement Speed = 1.000000
Time (s)	Temperature (K)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)
2.223031998E+0	300.065800000E+0	100.000001490E-3	39.347533333E-12	170.722310283E-12	2.541455411E+9	11.026946353E+9
37.686862469E+0	301.011100000E+0	100.000001490E-3	18.899233333E-12	156.105367511E-12	5.291220005E+9	43.704833359E+9
58.543627262E+0	301.883500000E+0	100.000001490E-3	-8.521500000E-12	200.262031556E-12	-11.735023352E+9	275.782387694E+9
86.861878872E+0	302.962000000E+0	100.000001490E-3	-10.736500000E-12	202.482495430E-12	-9.314022399E+9	175.655613831E+9
112.647701263E+0	303.906000000E+0	100.000001490E-3	1.682900000E-12	165.186831475E-12	59.421238036E+9	5.832554539E+12
140.533071041E+0	304.895200000E+0	100.000001490E-3	6.626200000E-12	150.986330229E-12	15.091606274E+9	343.881296748E+9
168.435252666E+0	305.887800000E+0	100.000001490E-3	108.009433333E-12	158.670740969E-12	925.845071157E+6	1.360108270E+9
197.471881390E+0	306.902100000E+0	100.000001490E-3	-19.944733333E-12	190.667608702E-12	-5.013855027E+9	47.931437961E+9
226.630870342E+0	307.918200000E+0	100.000001490E-3	13.454066667E-12	172.268962710E-12	7.432697040E+9	95.169961689E+9
255.906511784E+0	308.920300000E+0	100.000001490E-3	35.258233333E-12	179.878950187E-12	2.836217020E+9	14.469690960E+9
285.046736717E+0	309.915400000E+0	100.000001490E-3	86.543766667E-12	170.716891614E-12	1.155484737E+9	2.279317971E+9
314.378548622E+0	310.893200000E+0	100.000001490E-3	57.916033333E-12	177.125978724E-12	1.726637612E+9	5.280616771E+9
344.637621403E+0	311.918100000E+0	100.000001490E-3	101.543233333E-12	175.921249018E-12	984.802218793E+6	1.706146542E+9
373.817856789E+0	312.889600000E+0	100.000001490E-3	100.670333333E-12	172.709292846E-12	993.341316940E+6	1.704169150E+9
402.966526985E+0	313.900300000E+0	100.000001490E-3	95.406466667E-12	159.604803253E-12	1.048146997E+9	1.753437697E+9
432.086654186E+0	314.897700000E+0	100.000001490E-3	35.764400000E-12	173.922514119E-12	2.796076587E+9	13.597338965E+9
461.344193459E+0	315.897900000E+0	100.000001490E-3	-20.963466667E-12	167.215473408E-12	-4.770203473E+9	38.049614818E+9
490.603506088E+0	316.912800000E+0	100.000001490E-3	58.265600000E-12	193.002201491E-12	1.716278584E+9	5.685096269E+9
519.787003994E+0	317.883800000E+0	100.000001490E-3	137.151666667E-12	189.272037987E-12	729.119841709E+6	1.006199937E+9
549.141415119E+0	318.905400000E+0	100.000001490E-3	71.049500000E-12	183.514871678E-12	1.407469461E+9	3.635375021E+9
579.537658215E+0	319.928700000E+0	100.000001490E-3	49.745966667E-12	149.658724547E-12	2.010213253E+9	6.047645100E+9
609.839543819E+0	320.887000000E+0	100.000001490E-3	111.437000000E-12	154.261195464E-12	897.368032970E+6	1.242218164E+9
640.217785358E+0	321.908400000E+0	100.000001490E-3	57.569733333E-12	166.033135114E-12	1.737023879E+9	5.009637941E+9
669.691073418E+0	322.891900000E+0	100.000001490E-3	178.203900000E-12	174.860784942E-12	561.154955027E+6	550.627656915E+6
699.947494030E+0	323.898000000E+0	100.000001490E-3	143.288300000E-12	172.858823593E-12	697.893697463E+6	841.918590255E+6
730.323680878E+0	324.922700000E+0	100.000001490E-3	144.469933333E-12	164.237468184E-12	692.185558495E+6	786.895937568E+6
760.627730370E+0	325.904800000E+0	100.000001490E-3	262.021533333E-12	180.300389215E-12	381.648028000E+6	262.616919747E+6
791.175749302E+0	326.921300000E+0	100.000001490E-3	194.400233333E-12	174.814040392E-12	514.402682422E+6	462.575634610E+6
821.553798199E+0	327.885700000E+0	100.000001490E-3	177.683900000E-12	174.677127558E-12	562.797200479E+6	553.273528875E+6
852.146509647E+0	328.907900000E+0	100.000001490E-3	160.312333333E-12	185.817109827E-12	623.782334215E+6	723.022540407E+6
881.535843849E+0	329.877400000E+0	100.000001490E-3	220.795466667E-12	171.477955965E-12	452.907856306E+6	351.745054427E+6
912.122600079E+0	330.916700000E+0	100.000001490E-3	245.157233333E-12	167.867303031E-12	407.901492974E+6	279.303704797E+6
942.691091061E+0	331.912500000E+0	100.000001490E-3	284.011300000E-12	166.703277931E-12	352.098671743E+6	206.667842916E+6
973.035530090E+0	332.917100000E+0	100.000001490E-3	343.299366667E-12	199.371521214E-12	291.290958271E+6	169.167575315E+6
1.003755723E+3	333.913400000E+0	100.000001490E-3	379.762266667E-12	201.943815218E-12	263.322636996E+6	140.025438585E+6
1.034292432E+3	334.925400000E+0	100.000001490E-3	326.945666667E-12	191.889290113E-12	305.861223088E+6	179.514515576E+6
1.064754421E+3	335.890000000E+0	100.000001490E-3	497.824466667E-12	153.045668733E-12	200.874019230E+6	61.754495133E+6
1.094919304E+3	336.901400000E+0	100.000001490E-3	504.644333333E-12	188.691689602E-12	198.159366676E+6	74.093818634E+6
1.125239419E+3	337.888600000E+0	100.000001490E-3	502.612100000E-12	207.535004602E-12	198.960593050E+6	82.153389451E+6
1.155771328E+3	338.922400000E+0	100.000001490E-3	563.932000000E-12	154.950374285E-12	177.326346953E+6	48.723576302E+6
1.186081854E+3	339.924600000E+0	100.000001490E-3	583.857466667E-12	156.310999952E-12	171.274681235E+6	45.853856838E+6
1.216550828E+3	340.911500000E+0	100.000001490E-3	598.023533333E-12	185.267082650E-12	167.217502182E+6	51.803812175E+6
1.246845401E+3	341.889300000E+0	100.000001490E-3	721.533933333E-12	186.979449974E-12	138.593622379E+6	35.915371523E+6
1.277322155E+3	342.914900000E+0	100.000001490E-3	821.887366667E-12	183.706875669E-12	121.671174842E+6	27.195735445E+6
1.306801096E+3	343.880000000E+0	100.000001490E-3	823.761700000E-12	182.250315093E-12	121.394332232E+6	26.857470188E+6
1.336962162E+3	344.895300000E+0	100.000001490E-3	879.641333333E-12	170.492796271E-12	113.682699642E+6	22.034072997E+6
1.367414701E+3	345.894800000E+0	100.000001490E-3	990.043733333E-12	168.281559702E-12	101.005640583E+6	17.168319099E+6
1.397627572E+3	346.881700000E+0	100.000001490E-3	993.793300000E-12	184.773410832E-12	100.624547871E+6	18.708861213E+6
1.426936151E+3	347.886500000E+0	100.000001490E-3	1.149511300E-9	219.807197616E-12	86.993491486E+6	16.634717357E+6
1.457420733E+3	348.916500000E+0	100.000001490E-3	1.168757467E-9	166.199578971E-12	85.560951987E+6	12.166933348E+6
1.486519313E+3	349.875200000E+0	100.000001490E-3	1.330101433E-9	170.042138850E-12	75.182237222E+6	9.611408649E+6
1.516251078E+3	350.881300000E+0	100.000001490E-3	1.368605667E-9	177.530546504E-12	73.067066669E+6	9.477993986E+6
1.546482825E+3	351.895300000E+0	100.000001490E-3	1.457215533E-9	153.581374581E-12	68.624029323E+6	7.232542141E+6
1.576523631E+3	352.890800000E+0	100.000001490E-3	1.593336567E-9	216.051284985E-12	62.761379850E+6	8.510240114E+6
1.606773639E+3	353.879600000E+0	100.000001490E-3	1.784672333E-9	147.712020469E-12	56.032695539E+6	4.637659539E+6
1.636339113E+3	354.873000000E+0	100.000001490E-3	1.875657767E-9	174.054854101E-12	53.314630882E+6	4.947421894E+6
1.666378895E+3	355.880100000E+0	100.000001490E-3	2.000531467E-9	183.044589790E-12	49.986717608E+6	4.573683730E+6
1.696711268E+3	356.917000000E+0	100.000001490E-3	2.240416700E-9	158.169943446E-12	44.634554585E+6	3.151130312E+6
