[Main]
Experiment = "RvsT"
Header length = 49    
Date = "20211116 18:59:27"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = 1.000000
Go to other temperature at finish = TRUE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 6430"
Auto-range = "Automatic"
GPIB = "GPIB1::9::INSTR"
Range (V) = 5.000000E+0
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB1::9::INSTR"
Initial current (A) = 1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 5.000000
Auto-range = "Manual"
Manual range (A) = 0.000001
Check output compliance = "Skip data"
Speed = 1.000000
Inital delay (s) = 0.000000
Time (s)	Temperature (K)	Current (A)	Voltage 1 (V)	STD_Voltage 1 (V)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)
30.139686584E+0	299.940600000E+0	1.000000000E-9	2.686953733E+0	679.143600057E-3	2.686953733E+9	679.143600057E+6
88.570373058E+0	300.983700000E+0	1.000000000E-9	2.518578950E+0	577.564584403E-3	2.518578950E+9	577.564584403E+6
145.720930576E+0	301.926400000E+0	1.000000000E-9	2.364008650E+0	485.407320315E-3	2.364008650E+9	485.407320315E+6
202.871760368E+0	302.966500000E+0	1.000000000E-9	2.203157750E+0	407.621802632E-3	2.203157750E+9	407.621802632E+6
260.219771385E+0	304.011700000E+0	1.000000000E-9	2.081915267E+0	344.693616948E-3	2.081915267E+9	344.693616948E+6
317.296591282E+0	304.969700000E+0	1.000000000E-9	1.975213950E+0	300.260520443E-3	1.975213950E+9	300.260520443E+6
373.432954788E+0	305.964200000E+0	1.000000000E-9	1.818329417E+0	340.659481556E-3	1.818329417E+9	340.659481556E+6
430.407859325E+0	307.003000000E+0	1.000000000E-9	1.703624050E+0	202.894289977E-3	1.703624050E+9	202.894289977E+6
487.148132801E+0	307.965500000E+0	1.000000000E-9	1.585557667E+0	166.893819457E-3	1.585557667E+9	166.893819457E+6
543.956202030E+0	308.966400000E+0	1.000000000E-9	1.467682150E+0	132.395021244E-3	1.467682150E+9	132.395021244E+6
600.899526596E+0	309.966200000E+0	1.000000000E-9	1.354517133E+0	108.070778140E-3	1.354517133E+9	108.070778140E+6
657.559612274E+0	310.982900000E+0	1.000000000E-9	1.252718017E+0	85.464481009E-3	1.252718017E+9	85.464481009E+6
714.649074554E+0	311.956500000E+0	1.000000000E-9	1.156806957E+0	66.902251117E-3	1.156806957E+9	66.902251117E+6
771.542677879E+0	312.970900000E+0	1.000000000E-9	1.067400680E+0	54.636556882E-3	1.067400680E+9	54.636556882E+6
828.484530449E+0	313.960000000E+0	1.000000000E-9	985.010498333E-3	41.443553736E-3	985.010498333E+6	41.443553736E+6
885.307026386E+0	314.971100000E+0	1.000000000E-9	907.944410000E-3	32.034956475E-3	907.944410000E+6	32.034956475E+6
942.095582008E+0	315.957200000E+0	1.000000000E-9	837.519536667E-3	26.006590919E-3	837.519536667E+6	26.006590919E+6
998.874170780E+0	316.953900000E+0	1.000000000E-9	772.699191667E-3	19.769784006E-3	772.699191667E+6	19.769784006E+6
1.055996819E+3	317.983400000E+0	1.000000000E-9	711.450666667E-3	16.549460471E-3	711.450666667E+6	16.549460471E+6
1.113684357E+3	318.999500000E+0	1.000000000E-9	654.687648333E-3	12.442848916E-3	654.687648333E+6	12.442848916E+6
1.170809639E+3	319.972500000E+0	1.000000000E-9	605.022470000E-3	9.547481992E-3	605.022470000E+6	9.547481992E+6
1.228594849E+3	321.025200000E+0	1.000000000E-9	556.806713333E-3	7.796106972E-3	556.806713333E+6	7.796106972E+6
1.285716847E+3	321.950300000E+0	1.000000000E-9	515.297280000E-3	6.081587579E-3	515.297280000E+6	6.081587579E+6
1.342524622E+3	322.976900000E+0	1.000000000E-9	474.918043333E-3	4.913898852E-3	474.918043333E+6	4.913898852E+6
1.399383847E+3	323.974500000E+0	1.000000000E-9	437.700790000E-3	4.211489763E-3	437.700790000E+6	4.211489763E+6
1.456399796E+3	324.944200000E+0	1.000000000E-9	405.030790000E-3	3.344767532E-3	405.030790000E+6	3.344767532E+6
1.512987415E+3	325.966800000E+0	1.000000000E-9	373.453571667E-3	2.696991028E-3	373.453571667E+6	2.696991028E+6
1.569803358E+3	326.954300000E+0	1.000000000E-9	344.911010000E-3	2.281745263E-3	344.911010000E+6	2.281745263E+6
1.626729310E+3	327.964700000E+0	1.000000000E-9	318.496046667E-3	2.269536066E-3	318.496046667E+6	2.269536066E+6
1.683631296E+3	328.948400000E+0	1.000000000E-9	294.883283333E-3	2.210047268E-3	294.883283333E+6	2.210047268E+6
