[Main]
Experiment = "RvsT"
Header length = 56    
Date = "20211119 19:38:15"
Comments = "SD: 2Va to 1I-; Volt1: 2V- to 1I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = 1.000000
Go to other temperature at finish = TRUE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB1::8::INSTR"
Range (V) = 5.000000E+0
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB1::9::INSTR"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB1::9::INSTR"
Initial current (A) = 1.000000E-8
Final current (A) = 1.000000E-8
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = "Manual"
Manual range (A) = 0.000001
Check output compliance = "Skip data"
Speed = 1.000000
Inital delay (s) = 0.000000
Time (s)	Temperature (K)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)
2.179497719E+0	299.894300000E+0	10.000000041E-9	350.496174083E-3	18.469319000E+0	367.700656430E-3	526.077624956E-3	35.049617266E+6	1.846931892E+9	36.770065493E+6	52.607762282E+6
47.833700657E+0	300.951100000E+0	10.000000041E-9	331.270935000E-3	18.425566667E+0	364.513137602E-3	478.050742318E-3	33.127093365E+6	1.842556659E+9	36.451313612E+6	47.805074037E+6
86.161198139E+0	301.906600000E+0	10.000000041E-9	316.093194000E-3	18.234727000E+0	366.939159598E-3	761.648843919E-3	31.609319271E+6	1.823472693E+9	36.693915811E+6	76.164884082E+6
122.197011948E+0	302.910100000E+0	10.000000041E-9	307.869005000E-3	18.082246667E+0	366.888233597E-3	921.580179371E-3	30.786900375E+6	1.808224659E+9	36.688823210E+6	92.158017562E+6
157.257172108E+0	303.904400000E+0	10.000000041E-9	319.228919833E-3	18.048498833E+0	359.091087959E-3	866.203969816E-3	31.922891854E+6	1.804849876E+9	35.909108650E+6	86.620396629E+6
192.308294296E+0	304.936600000E+0	10.000000041E-9	289.696201833E-3	17.662018000E+0	356.793734051E-3	1.001083435E+0	28.969620066E+6	1.766201793E+9	35.679373260E+6	100.108343049E+6
227.223795891E+0	305.894600000E+0	10.000000041E-9	35.986886667E-3	16.719859500E+0	177.234750260E-3	1.088451039E+0	3.598688652E+6	1.671985943E+9	17.723474954E+6	108.845103452E+6
262.815895081E+0	306.896100000E+0	10.000000041E-9	-32.561896667E-3	16.710889167E+0	74.257902450E-3	1.045547039E+0	-3.256189653E+6	1.671088910E+9	7.425790215E+6	104.554703467E+6
297.734543324E+0	307.880600000E+0	10.000000041E-9	-30.280283333E-3	16.433855833E+0	69.330340838E-3	1.012092391E+0	-3.028028321E+6	1.643385577E+9	6.933034056E+6	101.209238707E+6
333.467444897E+0	308.904400000E+0	10.000000041E-9	-29.881248333E-3	16.154594667E+0	67.615420855E-3	1.078666920E+0	-2.988124821E+6	1.615459460E+9	6.761542058E+6	107.866691545E+6
369.438800812E+0	309.931900000E+0	10.000000041E-9	-21.318360000E-3	16.303040333E+0	52.365153161E-3	1.001095708E+0	-2.131835991E+6	1.630304027E+9	5.236515295E+6	100.109570355E+6
405.448154449E+0	310.916700000E+0	10.000000041E-9	-20.950751667E-3	15.931055833E+0	47.838133515E-3	1.094411494E+0	-2.095075158E+6	1.593105577E+9	4.783813332E+6	109.441148960E+6
441.556756496E+0	311.929200000E+0	10.000000041E-9	NaN	15.498804167E+0	NaN	1.239260325E+0	NaN	1.549880410E+9	NaN	123.926032029E+6
477.703836918E+0	312.938000000E+0	10.000000041E-9	NaN	15.068475667E+0	NaN	1.397798798E+0	NaN	1.506847561E+9	NaN	139.779879261E+6
513.797593594E+0	313.930200000E+0	10.000000041E-9	-24.299676667E-3	14.722977167E+0	56.280577352E-3	1.479946420E+0	-2.429967657E+6	1.472297711E+9	5.628057712E+6	147.994641431E+6
549.566955090E+0	314.933500000E+0	10.000000041E-9	-15.148033333E-3	14.776284833E+0	42.468701219E-3	1.474299624E+0	-1.514803327E+6	1.477628477E+9	4.246870105E+6	147.429961839E+6
585.527164936E+0	315.916200000E+0	10.000000041E-9	-18.674930000E-3	14.372496000E+0	51.937518235E-3	1.578785490E+0	-1.867492992E+6	1.437249594E+9	5.193751802E+6	157.878548385E+6
621.645555973E+0	316.923400000E+0	10.000000041E-9	-15.910845000E-3	14.172216500E+0	34.136115615E-3	1.586875535E+0	-1.591084494E+6	1.417221644E+9	3.413611548E+6	158.687552824E+6
657.587762356E+0	317.904300000E+0	10.000000041E-9	-15.675878333E-3	13.824243667E+0	37.716238618E-3	1.606968982E+0	-1.567587827E+6	1.382424361E+9	3.771623846E+6	160.696897526E+6
693.346286297E+0	318.917500000E+0	10.000000041E-9	-18.758003333E-3	13.530529667E+0	37.302071381E-3	1.439099646E+0	-1.875800326E+6	1.353052961E+9	3.730207123E+6	143.909964020E+6
729.530531883E+0	319.916200000E+0	10.000000041E-9	-12.014228333E-3	13.240701933E+0	27.724178026E-3	1.423583579E+0	-1.201422828E+6	1.324070188E+9	2.772417791E+6	142.358357333E+6
765.446362972E+0	320.904500000E+0	10.000000041E-9	NaN	12.572083567E+0	NaN	1.262984163E+0	NaN	1.257208352E+9	NaN	126.298415762E+6
801.319705486E+0	321.906000000E+0	10.000000041E-9	NaN	12.040947133E+0	NaN	936.717544007E-3	NaN	1.204094708E+9	NaN	93.671754020E+6
837.688695908E+0	322.922300000E+0	10.000000041E-9	-10.581773333E-3	12.281527133E+0	24.070407085E-3	703.618428321E-3	-1.058177329E+6	1.228152708E+9	2.407040699E+6	70.361842546E+6
873.579500675E+0	323.909100000E+0	10.000000041E-9	-9.297606667E-3	11.837152467E+0	21.831925261E-3	585.845655611E-3	-929.760662886E+3	1.183715242E+9	2.183192517E+6	58.584565323E+6
909.315375328E+0	324.888900000E+0	10.000000041E-9	-7.952381667E-3	11.558601917E+0	15.785696001E-3	524.050788360E-3	-795.238163433E+3	1.155860187E+9	1.578569594E+6	52.405078623E+6
945.182728767E+0	325.898300000E+0	10.000000041E-9	-6.166513333E-3	11.038910683E+0	18.410569327E-3	514.949561536E-3	-616.651330826E+3	1.103891064E+9	1.841056925E+6	51.494955944E+6
981.099509716E+0	326.888800000E+0	10.000000041E-9	-1.964473333E-3	11.033965233E+0	6.956418182E-3	675.677191736E-3	-196.447332534E+3	1.103396519E+9	695.641815353E+3	67.567718899E+6
1.016597618E+3	327.888700000E+0	10.000000041E-9	-1.949311667E-3	10.603648333E+0	19.879299681E-3	584.564769677E-3	-194.931165874E+3	1.060364829E+9	1.987929960E+6	58.456476730E+6
1.052638614E+3	328.889900000E+0	10.000000041E-9	-329.253333334E-6	9.915307567E+0	15.411429193E-3	324.778207087E-3	-32.925333199E+3	991.530752635E+6	1.541142913E+6	32.477820577E+6
1.088830014E+3	329.916900000E+0	10.000000041E-9	-5.696201667E-3	8.934504983E+0	16.780926703E-3	824.917031796E-3	-569.620164350E+3	893.450494700E+6	1.678092664E+6	82.491702844E+6
