[Main]
Experiment = "RvsT"
Header length = 49    
Date = "20211118 18:06:02"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Temperature]
Initial temperature (K) = 3.000000E+2
Final temperature (K) = 4.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = 1.000000
Go to other temperature at finish = TRUE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB1::9::INSTR"
Range (V) = 5.000000E+0
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB1::9::INSTR"
Initial current (A) = 1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 5.000000
Auto-range = "Manual"
Manual range (A) = 0.000001
Check output compliance = "Skip data"
Speed = 1.000000
Inital delay (s) = 0.000000
Time (s)	Temperature (K)	Current (A)	Voltage 1 (V)	STD_Voltage 1 (V)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)
2.255627155E+0	299.956300000E+0	1.000000000E-9	3.447936285E+0	1.830473078E+0	3.447936285E+9	1.830473078E+9
57.075221062E+0	300.955000000E+0	1.000000000E-9	NaN	NaN	NaN	NaN
111.566440105E+0	301.938900000E+0	1.000000000E-9	NaN	NaN	NaN	NaN
167.257900715E+0	302.950000000E+0	1.000000000E-9	NaN	NaN	NaN	NaN
224.626048088E+0	304.036600000E+0	1.000000000E-9	3.522692042E+0	1.850451795E+0	3.522692042E+9	1.850451795E+9
281.564227104E+0	305.007700000E+0	1.000000000E-9	3.484363713E+0	1.894913926E+0	3.484363713E+9	1.894913926E+9
338.256557465E+0	305.956300000E+0	1.000000000E-9	2.661742819E+0	2.887371338E+0	2.661742819E+9	2.887371338E+9
394.903597832E+0	306.978200000E+0	1.000000000E-9	3.490544212E+0	1.931293174E+0	3.490544212E+9	1.931293174E+9
451.707192898E+0	307.981200000E+0	1.000000000E-9	3.415859377E+0	1.993569448E+0	3.415859377E+9	1.993569448E+9
508.619818687E+0	308.974100000E+0	1.000000000E-9	3.381476872E+0	2.031138679E+0	3.381476872E+9	2.031138679E+9
565.421977043E+0	309.977500000E+0	1.000000000E-9	3.353280277E+0	2.063191568E+0	3.353280277E+9	2.063191568E+9
622.317915916E+0	310.977400000E+0	1.000000000E-9	NaN	NaN	NaN	NaN
